loss,params,iteration,train_loss,estimators,train_time
0.22910564568514336,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8541373405784405, 'learning_rate': 0.0548535035743673, 'min_child_samples': 200, 'num_leaves': 84, 'reg_alpha': 0.56089624334738, 'reg_lambda': 0.6526374035557407, 'subsample_for_bin': 60000, 'subsample': 0.5034103444103696}",42,0.1698866174329947,113,9.345989962532713
0.22910675311594952,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6798985295598514, 'learning_rate': 0.19778973272515696, 'min_child_samples': 240, 'num_leaves': 101, 'reg_alpha': 0.2508086657348493, 'reg_lambda': 0.013389809303010647, 'subsample_for_bin': 140000, 'subsample': 1.0}",43,0.1951524999016232,34,2.3611269451716907
0.2294387863661499,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9094266664147779, 'learning_rate': 0.11923346712045858, 'min_child_samples': 385, 'num_leaves': 123, 'reg_alpha': 0.6509392696668646, 'reg_lambda': 0.5372884779766803, 'subsample_for_bin': 180000, 'subsample': 0.7020108540275859}",44,0.1736158071424363,47,2.95442805666562
0.22899609104563123,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9544070926720432, 'learning_rate': 0.08549565020789239, 'min_child_samples': 275, 'num_leaves': 71, 'reg_alpha': 0.7942355424723727, 'reg_lambda': 0.7636582747355951, 'subsample_for_bin': 240000, 'subsample': 0.6407951051695918}",45,0.17813622755499736,176,10.814721011437996
0.233467120906087,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.814636214001589, 'learning_rate': 0.010671903084052218, 'min_child_samples': 440, 'num_leaves': 92, 'reg_alpha': 0.34364329362254886, 'reg_lambda': 0.6229752614095994, 'subsample_for_bin': 100000, 'subsample': 0.9970263701506885}",46,0.21627496619471942,206,5.188646239021637
0.23201901879549647,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6434298172355367, 'learning_rate': 0.0221776236650091, 'min_child_samples': 480, 'num_leaves': 111, 'reg_alpha': 0.5425868888393438, 'reg_lambda': 0.34453826888816347, 'subsample_for_bin': 300000, 'subsample': 1.0}",47,0.2063298353260984,28,2.2447244133909408
0.22957080814928532,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7544442048242161, 'learning_rate': 0.14911604451031404, 'min_child_samples': 340, 'num_leaves': 117, 'reg_alpha': 0.4303490302509896, 'reg_lambda': 0.2746203899761258, 'subsample_for_bin': 160000, 'subsample': 0.7718744927621612}",48,0.1635223418563756,138,10.607469277181735
0.22700514255053383,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.620840746556708, 'learning_rate': 0.0740478074053963, 'min_child_samples': 375, 'num_leaves': 103, 'reg_alpha': 0.0039750212735203405, 'reg_lambda': 0.8730149347966696, 'subsample_for_bin': 40000, 'subsample': 0.7083283499812436}",49,0.18017664284375512,93,7.963300440205785
0.23105981334532932,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7016558306759728, 'learning_rate': 0.0336237707114764, 'min_child_samples': 415, 'num_leaves': 130, 'reg_alpha': 0.48663838596224634, 'reg_lambda': 0.44811595308409824, 'subsample_for_bin': 80000, 'subsample': 0.7980434271947258}",50,0.20838458307424845,102,3.616804735882397
0.2259175593163335,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6538292063770252, 'learning_rate': 0.09703111540631766, 'min_child_samples': 160, 'num_leaves': 139, 'reg_alpha': 0.20833742630061408, 'reg_lambda': 0.6028197098114205, 'subsample_for_bin': 240000, 'subsample': 1.0}",51,0.13543220375957432,54,3.012767562438512
0.2349021408325529,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7188486986979304, 'learning_rate': 0.015485276816902356, 'min_child_samples': 110, 'num_leaves': 51, 'reg_alpha': 0.15677001095427937, 'reg_lambda': 0.2256228857804185, 'subsample_for_bin': 120000, 'subsample': 0.5490770594356308}",52,0.20315182215255023,192,13.61370713852557
0.22289701808629458,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8394165735878389, 'learning_rate': 0.17728659937033597, 'min_child_samples': 210, 'num_leaves': 150, 'reg_alpha': 0.9992799327949954, 'reg_lambda': 0.9660977604602937, 'subsample_for_bin': 60000, 'subsample': 1.0}",53,0.14848314336566326,53,2.6938930967671695
0.23140345365759107,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.831222210157156, 'learning_rate': 0.04730354695692322, 'min_child_samples': 140, 'num_leaves': 31, 'reg_alpha': 0.9556613283631615, 'reg_lambda': 0.9620963676605168, 'subsample_for_bin': 60000, 'subsample': 1.0}",54,0.12964631689457706,72,3.2635677039779694
0.22600701781135746,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.9544259588517275, 'learning_rate': 0.04229744989973, 'min_child_samples': 210, 'num_leaves': 38, 'reg_alpha': 0.7458792303073356, 'reg_lambda': 0.9442750694893145, 'subsample_for_bin': 20000, 'subsample': 1.0}",55,0.1604495173357241,110,3.393077993462157
0.22699752922148142,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8662341600460615, 'learning_rate': 0.06794750447400473, 'min_child_samples': 180, 'num_leaves': 149, 'reg_alpha': 0.8440545975831175, 'reg_lambda': 0.7597749641054621, 'subsample_for_bin': 40000, 'subsample': 1.0}",56,0.14729776485070578,73,3.0937630488779178
0.2439333580464902,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8970052871563964, 'learning_rate': 0.11821503583050302, 'min_child_samples': 50, 'num_leaves': 66, 'reg_alpha': 0.9343602654290497, 'reg_lambda': 0.8836294066531947, 'subsample_for_bin': 100000, 'subsample': 1.0}",57,0.06566698686722883,29,3.7733742022760453
0.23537146502889006,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8475162024496077, 'learning_rate': 0.18328614651898795, 'min_child_samples': 100, 'num_leaves': 48, 'reg_alpha': 0.8710771811476175, 'reg_lambda': 0.6882700197868664, 'subsample_for_bin': 60000, 'subsample': 1.0}",58,0.11442078782692122,18,2.8563266648234276
0.22264768621656983,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8215479879619187, 'learning_rate': 0.15654715592856897, 'min_child_samples': 240, 'num_leaves': 32, 'reg_alpha': 0.9981363223989481, 'reg_lambda': 0.8431291778974634, 'subsample_for_bin': 40000, 'subsample': 1.0}",59,0.15916265410271124,61,2.7054881802055206
0.22669512466798747,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.9418993310182654, 'learning_rate': 0.1511883332867132, 'min_child_samples': 245, 'num_leaves': 33, 'reg_alpha': 0.9462682377230671, 'reg_lambda': 0.9800583239402758, 'subsample_for_bin': 40000, 'subsample': 1.0}",60,0.16504110114962778,44,2.445967548329918
0.24725854516245593,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.9813488465320972, 'learning_rate': 0.103917966379001, 'min_child_samples': 35, 'num_leaves': 40, 'reg_alpha': 0.8390452702306438, 'reg_lambda': 0.8315955791846575, 'subsample_for_bin': 20000, 'subsample': 1.0}",61,0.054211217237104314,33,4.347604467822293
0.22871215682636747,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8134039661089186, 'learning_rate': 0.024958620929982873, 'min_child_samples': 155, 'num_leaves': 59, 'reg_alpha': 0.9968927498714856, 'reg_lambda': 0.8938150794757417, 'subsample_for_bin': 40000, 'subsample': 1.0}",62,0.1384378256669455,165,4.37182602937537
