loss,train,estimators,train_time,params,iteration
-0.7790755804452576,-0.8022766778323852,215.9,4.57894359578836,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8802053746876322, 'learning_rate': 0.12227753951351483, 'min_child_samples': 490, 'num_leaves': 109, 'reg_alpha': 0.9070759212603495, 'reg_lambda': 0.4201174205234084, 'subsample_for_bin': 60000, 'subsample': 1.0}",13
-0.771836255272069,-0.8535954506779335,52.5,6.041422518449053,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6925433349890828, 'learning_rate': 0.022981552366491187, 'min_child_samples': 185, 'num_leaves': 74, 'reg_alpha': 0.8372563174945437, 'reg_lambda': 0.32298597658560435, 'subsample_for_bin': 180000, 'subsample': 0.9783665031070884}",14
-0.7677940005013961,-0.7905859819252758,141.3,14.302414592686773,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9509716429270038, 'learning_rate': 0.015690681122659467, 'min_child_samples': 135, 'num_leaves': 113, 'reg_alpha': 0.08881021329421657, 'reg_lambda': 0.485291644153209, 'subsample_for_bin': 200000, 'subsample': 0.6995903770802332}",15
-0.7691981113768838,-0.7837498393940958,221.1,13.921116137561853,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9004828852987541, 'learning_rate': 0.04812666098906281, 'min_child_samples': 440, 'num_leaves': 38, 'reg_alpha': 0.3712195723571601, 'reg_lambda': 0.6879552415618643, 'subsample_for_bin': 200000, 'subsample': 0.5205225710144589}",16
-0.7629748306989377,-0.7786245873008857,28.2,2.739758290420127,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6888717881722749, 'learning_rate': 0.027426326689545935, 'min_child_samples': 410, 'num_leaves': 140, 'reg_alpha': 0.23782540518431206, 'reg_lambda': 0.10122597422444013, 'subsample_for_bin': 220000, 'subsample': 1.0}",17
-0.7674479702156216,-0.7740448011233946,180.2,4.0231293221346505,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.600351241263458, 'learning_rate': 0.045682059809807635, 'min_child_samples': 480, 'num_leaves': 70, 'reg_alpha': 0.4526651220321647, 'reg_lambda': 0.5201569952263553, 'subsample_for_bin': 280000, 'subsample': 1.0}",18
-0.7704305476626518,-0.8020267254835058,92.7,4.2691823699007045,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8715186605001252, 'learning_rate': 0.05411719757434325, 'min_child_samples': 405, 'num_leaves': 37, 'reg_alpha': 0.3292513856368081, 'reg_lambda': 0.7586618038252512, 'subsample_for_bin': 280000, 'subsample': 0.7021077251831648}",19
-0.7734121289085792,-0.8278938822518415,209.6,5.502789831904693,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7985333689577182, 'learning_rate': 0.02721991143447386, 'min_child_samples': 240, 'num_leaves': 97, 'reg_alpha': 0.5269002572308851, 'reg_lambda': 0.19950877399613054, 'subsample_for_bin': 80000, 'subsample': 1.0}",20
-0.7651164716619118,-0.9055736559465609,45.6,6.888848181716753,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8100838076101202, 'learning_rate': 0.02945055209858904, 'min_child_samples': 60, 'num_leaves': 137, 'reg_alpha': 0.4773366157876059, 'reg_lambda': 0.22509006036940282, 'subsample_for_bin': 40000, 'subsample': 0.6449856788865563}",21
-0.7749456081135307,-0.8261440932428025,84.7,3.6280654586497576,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8305195943135795, 'learning_rate': 0.19084946110867188, 'min_child_samples': 285, 'num_leaves': 123, 'reg_alpha': 0.9829588455116134, 'reg_lambda': 0.9790885926982581, 'subsample_for_bin': 120000, 'subsample': 1.0}",22
-0.7624847676742134,-0.9234884396652404,71.0,5.144645161143558,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7573033729397617, 'learning_rate': 0.08540414114937196, 'min_child_samples': 80, 'num_leaves': 126, 'reg_alpha': 0.6435229675616956, 'reg_lambda': 0.48231773630074065, 'subsample_for_bin': 100000, 'subsample': 1.0}",23
-0.7722487693210491,-0.8235364656371461,70.0,3.350200135168052,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7657436198427772, 'learning_rate': 0.16168067035408817, 'min_child_samples': 285, 'num_leaves': 85, 'reg_alpha': 0.8015676814763983, 'reg_lambda': 0.4281355580513154, 'subsample_for_bin': 120000, 'subsample': 1.0}",24
-0.7758211764320719,-0.8187101765618875,149.5,4.205780254088609,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.9861174124982415, 'learning_rate': 0.07703383532273808, 'min_child_samples': 330, 'num_leaves': 121, 'reg_alpha': 0.9834214539509809, 'reg_lambda': 0.7734916971813477, 'subsample_for_bin': 240000, 'subsample': 1.0}",25
-0.7815015967606259,-0.8360922227301908,58.5,3.376839502745497,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8377609987960262, 'learning_rate': 0.13922630541179665, 'min_child_samples': 235, 'num_leaves': 56, 'reg_alpha': 0.9024498296861682, 'reg_lambda': 0.014058653772405616, 'subsample_for_bin': 140000, 'subsample': 1.0}",26
-0.7452698587420556,-0.9572720683090694,18.6,6.474500117191155,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.9416322511433618, 'learning_rate': 0.1996131544475802, 'min_child_samples': 20, 'num_leaves': 55, 'reg_alpha': 0.7014321356259602, 'reg_lambda': 0.041575400219681646, 'subsample_for_bin': 120000, 'subsample': 1.0}",27
-0.7641531205798071,-0.873488023165112,18.6,3.639657141946941,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8497233737649091, 'learning_rate': 0.15832421140305467, 'min_child_samples': 115, 'num_leaves': 52, 'reg_alpha': 0.9032680604095056, 'reg_lambda': 0.006652434776752164, 'subsample_for_bin': 140000, 'subsample': 1.0}",28
-0.772937738876982,-0.8122103374570102,95.4,11.636227309860146,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7776934427019873, 'learning_rate': 0.07373816181874604, 'min_child_samples': 490, 'num_leaves': 58, 'reg_alpha': 0.7269797999117991, 'reg_lambda': 0.1735113299060368, 'subsample_for_bin': 80000, 'subsample': 0.9878497479758123}",29
-0.7729400689224872,-0.8261270674820468,100.3,3.8198225976383355,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7351544251250848, 'learning_rate': 0.09596217233009935, 'min_child_samples': 300, 'num_leaves': 93, 'reg_alpha': 0.5615967108398566, 'reg_lambda': 0.6527536001768639, 'subsample_for_bin': 20000, 'subsample': 1.0}",30
-0.7726994407556703,-0.8265606543354928,127.5,4.304476246606555,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.9991009153924347, 'learning_rate': 0.06492945337571127, 'min_child_samples': 260, 'num_leaves': 78, 'reg_alpha': 0.9094373851651928, 'reg_lambda': 0.5966811441661324, 'subsample_for_bin': 20000, 'subsample': 1.0}",31
-0.7723257048495596,-0.8562737849295277,43.5,3.480116189899718,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8552142403864182, 'learning_rate': 0.1430071570076872, 'min_child_samples': 185, 'num_leaves': 45, 'reg_alpha': 0.6481103543897171, 'reg_lambda': 0.4147658548556768, 'subsample_for_bin': 140000, 'subsample': 1.0}",32
-0.7703352205977968,-0.8065462715410477,63.4,3.4242438895627174,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.9385545556499251, 'learning_rate': 0.06193324223312361, 'min_child_samples': 330, 'num_leaves': 63, 'reg_alpha': 0.6247710984646424, 'reg_lambda': 0.4116059734893815, 'subsample_for_bin': 80000, 'subsample': 1.0}",33
-0.7741316253587965,-0.7949987008593574,139.0,3.6388203061533204,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7216830885786516, 'learning_rate': 0.12928766565836183, 'min_child_samples': 465, 'num_leaves': 32, 'reg_alpha': 0.9472462652639877, 'reg_lambda': 0.5593003068062582, 'subsample_for_bin': 100000, 'subsample': 1.0}",34
-0.7755657125117152,-0.8109103628517929,138.5,10.636098740934813,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9749038503645073, 'learning_rate': 0.0938114647088799, 'min_child_samples': 375, 'num_leaves': 149, 'reg_alpha': 0.8069463538379831, 'reg_lambda': 0.015334012091211296, 'subsample_for_bin': 160000, 'subsample': 0.5029553491112051}",35
-0.77242647600607,-0.8707778640412613,31.5,3.415315744800978,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8346265906201525, 'learning_rate': 0.1919540478449167, 'min_child_samples': 155, 'num_leaves': 81, 'reg_alpha': 0.8658603710405004, 'reg_lambda': 0.14657028517677345, 'subsample_for_bin': 180000, 'subsample': 1.0}",36
-0.7742379753106781,-0.8389031970143046,112.2,4.317006596837473,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7944571760146845, 'learning_rate': 0.038192999937719345, 'min_child_samples': 220, 'num_leaves': 129, 'reg_alpha': 0.7870939951454099, 'reg_lambda': 0.2727485321839007, 'subsample_for_bin': 60000, 'subsample': 1.0}",37
-0.7797997352712119,-0.8257665330250955,40.0,3.076617408460038,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8262206835274428, 'learning_rate': 0.16442696616347344, 'min_child_samples': 250, 'num_leaves': 113, 'reg_alpha': 0.4173218892293496, 'reg_lambda': 0.7250155796149276, 'subsample_for_bin': 140000, 'subsample': 1.0}",38
-0.7667615233871654,-0.843941608938423,36.7,4.446597815921223,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8242273130062205, 'learning_rate': 0.17532862843312744, 'min_child_samples': 250, 'num_leaves': 96, 'reg_alpha': 0.3773086371222462, 'reg_lambda': 0.9064397483195021, 'subsample_for_bin': 140000, 'subsample': 0.8188648446152171}",39
-0.7785875849942936,-0.8775014700131379,77.7,12.822997567430434,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6356908602249515, 'learning_rate': 0.14176054079940228, 'min_child_samples': 210, 'num_leaves': 149, 'reg_alpha': 0.3113660323761906, 'reg_lambda': 0.7803196911513544, 'subsample_for_bin': 180000, 'subsample': 0.7770084288598944}",40
-0.7719492252288505,-0.8581209299248949,47.9,3.6890839293394038,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7315158703574257, 'learning_rate': 0.10234832933156555, 'min_child_samples': 165, 'num_leaves': 114, 'reg_alpha': 0.5893611377812455, 'reg_lambda': 0.8340868133678734, 'subsample_for_bin': 200000, 'subsample': 1.0}",41
-0.7633213691149412,-0.8880305193578779,144.1,6.479791354251688,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7818426447539983, 'learning_rate': 0.020342514063423682, 'min_child_samples': 95, 'num_leaves': 131, 'reg_alpha': 0.4125383440502576, 'reg_lambda': 0.7108927444185589, 'subsample_for_bin': 100000, 'subsample': 1.0}",42
-0.7701778481451826,-0.826607468720083,56.3,3.684943554828351,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9191734002506345, 'learning_rate': 0.1078178901815581, 'min_child_samples': 310, 'num_leaves': 89, 'reg_alpha': 0.27425026619121184, 'reg_lambda': 0.9140324235297625, 'subsample_for_bin': 220000, 'subsample': 0.5390859620942827}",43
-0.7682428551219199,-0.7817020286048401,91.3,3.3222955583419207,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.853138882189061, 'learning_rate': 0.0616990236571148, 'min_child_samples': 375, 'num_leaves': 103, 'reg_alpha': 0.11054200199264896, 'reg_lambda': 0.6368757864415098, 'subsample_for_bin': 160000, 'subsample': 1.0}",44
-0.7792787060809546,-0.8659511005016703,98.1,13.205159596134308,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6668378080556638, 'learning_rate': 0.0815336662781058, 'min_child_samples': 185, 'num_leaves': 117, 'reg_alpha': 0.18427910308225903, 'reg_lambda': 0.8409886953298347, 'subsample_for_bin': 300000, 'subsample': 0.6484771981564921}",45
-0.7702767325494851,-0.8178784587563033,245.0,5.991760779878632,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.873969683197087, 'learning_rate': 0.010776425827693769, 'min_child_samples': 265, 'num_leaves': 49, 'reg_alpha': 0.5176653453511137, 'reg_lambda': 0.5495196687188215, 'subsample_for_bin': 180000, 'subsample': 1.0}",46
-0.7654715577413953,-0.8199673955789615,40.5,8.338678425224089,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7432292179065375, 'learning_rate': 0.03721307978266609, 'min_child_samples': 25, 'num_leaves': 63, 'reg_alpha': 0.4532062366030263, 'reg_lambda': 0.7390292752930927, 'subsample_for_bin': 140000, 'subsample': 0.8367210693692133}",47
-0.7787671818274828,-0.8854846736428815,125.0,17.918272261197444,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.9017417304476691, 'learning_rate': 0.13551740443964222, 'min_child_samples': 230, 'num_leaves': 31, 'reg_alpha': 0.10926439150571299, 'reg_lambda': 0.6620734493043119, 'subsample_for_bin': 240000, 'subsample': 0.8841648587830366}",48
-0.7692719227530451,-0.7889365082873131,175.1,5.435035145965571,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7064479745958302, 'learning_rate': 0.01369534798983823, 'min_child_samples': 140, 'num_leaves': 109, 'reg_alpha': 0.410322476260311, 'reg_lambda': 0.9397595491536115, 'subsample_for_bin': 260000, 'subsample': 1.0}",49
-0.7695516472473742,-0.8158720779074606,94.9,3.5941539823371613,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6245073794219036, 'learning_rate': 0.16576818676594016, 'min_child_samples': 350, 'num_leaves': 144, 'reg_alpha': 0.5755568362344765, 'reg_lambda': 0.8135478159967664, 'subsample_for_bin': 160000, 'subsample': 1.0}",50
-0.7728094477618431,-0.8264090001566737,31.5,4.744872034096943,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8122113879007311, 'learning_rate': 0.11380751248899838, 'min_child_samples': 120, 'num_leaves': 76, 'reg_alpha': 0.7428729531983927, 'reg_lambda': 0.4601442837968064, 'subsample_for_bin': 220000, 'subsample': 0.6289149776336918}",51
